ProductName,ProductPrice,ProductRating,SellerName1,SellerName2,SellerName3,SellerName4,SellerName5
"WIND-04 Walking Shoes For Men  (Navy, Blue)",576,4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
MAGNITE Running Shoes For Men  (White),974,4.2,HSAtlastradeFashion(4.7),Campusactivewear(4.7),nan,nan,nan
Slip On For Men  (Black),839,4.1,RetailNet(4.8),nan,nan,nan,nan
Dwane Running Shoes For Men  (Grey),"1,999",4.2,OptimVRcommerce(4.6),HSAtlastradeFashion(4.7),SwamiTrade(3.8),nan,nan
Premium Casual Shoes White Sneakers For Men  (White),449,3.8,Auvio(4.3),RK footwear hub(4.1),nan,nan,nan
Synthetic Leather Loafers For Men  (Black),699,4,Dadwanis Footwear(4.3),nan,nan,nan,nan
Casual Loafers For Men  (Tan),249,4,AjantaFootcare(4.7),nan,nan,nan,nan
Boots For Men  (Tan),"2,666",4.1,RetailNet(4.8),nan,nan,nan,nan
Casuals For Men  (Grey),"1,299",4.1,RetailNet(4.8),nan,nan,nan,nan
"Riya-04 Navy Pink Sports Shoes,Gym Shoes,Casual Shoes,Walking Shoes, Running Shoes For Women  (Navy, Pink)",449,4.1,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
DRAGON Walking Shoes For Men  (Black),629,4.3,RetailNet(4.8),SAE(4.4),spent(4.1),nan,nan
Hy Court 2.0 Badminton Shoes For Men  (White),"1,209",4.2,RetailNet(4.8),OneStopSports(4.5),SPORTSKINGNO1(4.8),DandOVenturesPvtLtd(4.7),nan
Boots For Men  (Tan),"2,375",3.9,RetailNet(4.8),nan,nan,nan,nan
"Thar-01 Blue Sneakers,Sports,Training,Gym,Walking,Stylish For Men  (Blue, Orange)",578,4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
DRAGON Walking Shoes For Men  (Black),629,4.3,RetailNet(4.8),SAE(4.4),spent(4.1),nan,nan
"CUBA-14 Running Shoes For Men  (Blue, Grey)",749,4.1,RetailNet(4.8),SAE(4.4),TRUSTFACTORY(4.7),Stepicon(4.3),nan
RUNWAY M Running Shoes For Men  (Black),"3,299",4.4,RetailNet(4.8),nan,nan,nan,nan
Oxford For Men  (Black),"1,599",3.7,HSAtlastradeFashion(4.7),BATAINDIALTD(4.4),BataStores(2.7),nan,nan
"Delta-20 Slateblue Sports,Casual,Walking,Gym, Running Shoes For Men  (Blue)",759,4.1,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
Series 7 Sneakers For Men  (White),431,3.8,KraasaFashion(4.6),Kraasa(4.1),KBLR(4),nan,nan
Casuals For Men  (Grey),"1,299",4.1,RetailNet(4.8),nan,nan,nan,nan
Casuals For Men  (Black),"1,459",3.9,HSAtlastradeFashion(4.7),nan,nan,nan,nan
FITMAN-102 Loafers For Men  (Multicolor),199,3.8,SALEMARTINDIA(4.2),nan,nan,nan,nan
RTE3681 Sneakers For Men  (Black),"1,403",3.8,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Walking Shoes For Women  (Black),398,4,SukunFootwear(4),nan,nan,nan,nan
"Cosko Sports Shoes,Running Shoes,Walking Shoes,Training Shoes For Men  (Black, Grey)",578,4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
ADIDASH M Running Shoes For Men  (Blue),"2,658",4.1,RetailNet(4.8),nan,nan,nan,nan
"Creta-12 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight black shoes for running, walking, gym, trekking, hiking & party For Men  (White, White)",736,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
GEL-CONTEND 4B+ Running Shoes For Men  (Blue),"1,776",4.2,HSAtlastradeFashion(4.7),DIIATBonline(4.4),nan,nan,nan
Oncort Tennis Tennis Shoes For Men  (Silver),"4,298",4.7,HSAtlastradeFashion(4.7),nan,nan,nan,nan
FlexPace M Running Shoes For Men  (Black),"3,299",4.1,RetailNet(4.8),nan,nan,nan,nan
MAGNITE Running Shoes For Men  (Blue),974,4.2,HSAtlastradeFashion(4.7),Campusactivewear(4.7),nan,nan,nan
"Crystal-13 Beige sky Sports Transparent Sole Technology For Men  (Beige, Brown)","1,304",4,Asianshoe(4.3),nan,nan,nan,nan
MEN's Boots For Men  (Beige),499,4,Dadwanis Footwear(4.3),nan,nan,nan,nan
Casuals For Men  (Black),"1,299",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Fashion wear Casuals For Men  (Brown),"2,758",4.2,RetailNet(4.8),nan,nan,nan,nan
"Mesh Casuals For Men  (Natural, Black, Red)",379,3.8,Nanakwani footcare(4),nan,nan,nan,nan
PUMA Cave V3 Casuals For Men  (Grey),"4,191",4.1,(),nan,nan,nan,nan
"Sneakers For Women  (Pink, Blue)",249,3.8,Auvio(4.3),nan,nan,nan,nan
"Wndr-13 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight silver shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Silver, Black)",473,4.2,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
DRAGON-03 Running Shoes For Men  (Black),629,4.2,RetailNet(4.8),TRUSTFACTORY(4.7),SAE(4.4),spent(4.1),Stepicon(4.3)
Killer-22508 Black Walking Shoes For Men  (Black),711,4.1,Jugmugshoes(4.2),ItalicaExim(4.5),nan,nan,nan
Walking Shoes For Men  (Black),"1,484",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Turbo Flight M Running Shoes For Men  (Black),"2,799",4,RetailNet(4.8),nan,nan,nan,nan
"Oxygen Running Shoes For Men  (White, Black)",416,4,Biosport(4.5),nan,nan,nan,nan
DRAGON Running Shoes For Men  (Navy),"1,799",4,Campusactivewear(4.7),HSAtlastradeFashion(4.7),CAMPUS COMPANY STORE(4.3),nan,nan
VELOCITY Running Shoes For Men  (Black),"1,299",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
x KL Vegas High Tops For Men  (White),"3,174",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Synthetic Leather Loafers For Men  (Blue),659,4,KARNIK SALES(4.5),nan,nan,nan,nan
Sneakers For Men  (Tan),532,3.9,Wizrob Fashion(4.8),nan,nan,nan,nan
Casuals For Men  (Navy),"2,096",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Sneakers For Men  (Tan),494,3.7,AMIFAA(4.1),nan,nan,nan,nan
Sneakers For Women  (Blue),455,4.1,Deals4youFootwear(4.2),nan,nan,nan,nan
Running Shoes For Men  (Blue),472,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
"wndr-13 sports shoes for men | Latest Stylish Casual sport shoes for men |running shoes for boys | Lace up Lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Red, Black)",473,4.2,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
Alliver M Walking Shoes For Men  (Grey),"2,473",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"MANTRA PRO Running Shoes For Men  (Black, White)",637,4,Campusactivewear(4.7),nan,nan,nan,nan
CRYSTA PRO Running Shoes For Men  (Blue),974,4.2,RetailNet(4.8),Campusactivewear(4.7),CAMPUS COMPANY STORE(4.3),nan,nan
Football Shoes For Men  (Green),607,4.2,RetailNet(4.8),OneStopSports(4.5),DandOVenturesPvtLtd(4.7),nan,nan
ExcelCourt M Basketball Shoes For Men  (Black),"2,528",4.1,RetailNet(4.8),DIIATBonline(4.4),nan,nan,nan
Adi Trend M Running Shoes For Men  (Black),"2,354",4,RetailNet(4.8),nan,nan,nan,nan
Casuals For Men  (Yellow),"2,546",4,RetailNet(4.8),nan,nan,nan,nan
Men Urban Street Athleisure Shoe Sneakers For Men  (Grey),"1,479",4.3,RetailNet(4.8),nan,nan,nan,nan
Boat Shoes For Men  (Brown),"3,446",4,RetailNet(4.8),nan,nan,nan,nan
Acrux Sneakers For Men  (Black),"1,966",4.2,HydtelRETAILSsales(4.9),nan,nan,nan,nan
Fashion Outdoor Canvas Casual Light Weight Partywear Sneakers Shoes For Men's And Boys Sneakers Casuals For Men  (White),496,3.8,DICY(4.2),nan,nan,nan,nan
Sneakers For Women  (Blue),249,3.8,Auvio(4.3),nan,nan,nan,nan
"Crystal-13 Black Sports Transparent Sole Technology For Men  (Black, Red)","1,263",4,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
Lace Up For Men  (Black),"1,439",4.1,RetailNet(4.8),nan,nan,nan,nan
"Football Shoes For Men  (Blue, Orange)",607,4.2,RetailNet(4.8),OneStopSports(4.5),DandOVenturesPvtLtd(4.7),nan,nan
"Running Shoes For Men  (Black, Yellow)",339,4,OMTRADERSBYAADISHOES(4.6),nan,nan,nan,nan
"Running Shoes For Men  (Green, Grey)","3,555",4.7,KLANGretail(4.7),nan,nan,nan,nan
"Oxygen-01 white Running shoes dual capsule technology for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (White)","1,157",4.1,Asianshoe(4.3),nan,nan,nan,nan
Walking Shoes For Men  (White),"1,376",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Delta-20 White Sports,Casual,Walking,Gym, Running Shoes For Men  (White)",811,4.1,MFCRETAIL(4.2),nan,nan,nan,nan
"Sneakers For Men  (Navy, Blue)",299,3.9,PrideShoes(4.7),nan,nan,nan,nan
Royal Look Party Wear Shoes For Men ll Casual Shoes For Men ll Latest Patent Leather Boots for Men Boots For Men  (Black),499,4.3,Vellinto(4.8),nan,nan,nan,nan
supr Sneakers For Men  (Black),199,3.8,LayasaFootwear(4.3),RetailNet(4.8),nan,nan,nan
"Achiever-15 Grey Sneakers,Loafers,Canvas,Walking Stylish Sneakers For Men  (Grey)",471,4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
DT/MOTO/LR/04B Casuals For Men  (White),"1,469",3.9,RetailNet(4.8),nan,nan,nan,nan
Bridge Comfort Wn's Running Shoes For Women  (Blue),"1,415",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
CRYSTA PRO Running Shoes For Men  (Grey),974,4.2,RetailNet(4.8),CAMPUS COMPANY STORE(4.3),Campusactivewear(4.7),nan,nan
FIRST Running Shoes For Men  (White),"1,439",4.1,Campusactivewear(4.7),CAMPUS COMPANY STORE(4.3),ARK Trading(4.3),Sooperbuy Pvt Ltd(4.3),nan
Casuals For Men  (Brown),849,4.2,HSAtlastradeFashion(4.7),RUNWAYTRENDSS(4.3),GLADPACK(4.3),jiyafashionhub(3.8),MY GURU(4)
CRYSTA PRO Running Shoes For Men  (Blue),974,4.2,RetailNet(4.8),CAMPUS COMPANY STORE(4.3),Campusactivewear(4.7),nan,nan
GEL CONTEND 4B+ Running Shoes For Men  (White),"1,479",4.7,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Disperse XT 2 Training & Gym Shoes For Men  (Grey),"3,807",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
AMBASDOR Running Shoes For Men  (Blue),899,4,RetailNet(4.8),LIBERTYSHOESLTD(4.5),nan,nan,nan
VARYS DERBY Derby For Men  (Brown),"1,599",3.9,HSAtlastradeFashion(4.7),BataStores(2.7),BATAINDIALTD(4.4),nan,nan
PILOT PRO Casuals For Men  (Navy),"1,499",3.9,RetailNet(4.8),Campusactivewear(4.7),CAMPUS COMPANY STORE(4.3),nan,nan
Casuals For Men  (Navy),"2,796",4.1,HSAtlastradeFashion(4.7),HydONLINEecommerce(4.8),nan,nan,nan
Casuals For Men  (Natural),"2,928",4.1,RetailNet(4.8),nan,nan,nan,nan
Entrant Slipon MU Sneakers For Men  (Blue),"2,188",4.3,HydtelRETAILSsales(4.9),nan,nan,nan,nan
Outdoors For Men  (Brown),"3,098",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Bridge Comfort Wn's Running Shoes For Women  (Blue),"1,415",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Hy Court 2.0 Badminton Shoes For Men  (Blue, White)","1,209",4.2,RetailNet(4.8),OneStopSports(4.5),DandOVenturesPvtLtd(4.7),SPORTSKINGNO1(4.8),Megadistributors(4.6)
VARYS DERBY Derby For Men  (Brown),"1,599",3.9,HSAtlastradeFashion(4.7),BataStores(2.7),BATAINDIALTD(4.4),nan,nan
NORTH PLUS Running Shoes For Men  (White),"1,359",4.1,Campusactivewear(4.7),nan,nan,nan,nan
"Bouncer-01 Firozi Sports,Casual,Walking,Gym,Stylish For Men  (Grey, Green)",629,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
OXYFIT (N) Casuals For Men  (Grey),599,4.2,RetailNet(4.8),nan,nan,nan,nan
"Running Shoes For Men  (White, Orange)","1,157",3.6,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
"Delta-14 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight grey shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Grey, Maroon)",736,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Sports Running Shoes For Men  (Black),299,3.8,Nobelite(4.2),nan,nan,nan,nan
"Stylish Comfortable Lightweight, Breathable Casual Shoes Sneakers For Men  (Blue)",399,3.8,Auvio(4.3),RK footwear hub(4.1),nan,nan,nan
Sneakers For Men  (Beige),"2,096",4.1,Wizrob Fashion(4.8),nan,nan,nan,nan
Loafers For Men  (Brown),611,3.6,RetailNet(4.8),nan,nan,nan,nan
Premium Casual Shoes For Men Slip On Sneakers For Men  (Navy),459,4,Auvio(4.3),nan,nan,nan,nan
Casuals For Men  (Black),"1,329",3.7,RetailNet(4.8),nan,nan,nan,nan
Sneakers For Women  (Blue),455,4.1,Deals4youFootwear(4.2),nan,nan,nan,nan
"Innova-04 Navy Sports, Casual, Walking, Stylish Running Shoes For Men  (Navy, Orange)",999,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
"Express-08 Black Sports, Walking, Training ,Gym, Running Shoes For Men  (Black, Red)",684,4,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
MIKE (N) Running Shoes For Men  (Black),"1,236",4.1,RetailNet(4.8),nan,nan,nan,nan
"Creta-12 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight black shoes for running, walking, gym, trekking, hiking & party For Men  (Black)",736,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Running Shoes For Men  (Grey),"1,259",4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
FB9537GP Slip On For Men  (Black),548,4.1,ParagonFootwear(4.7),nan,nan,nan,nan
Runesy M Running Shoes For Men  (Black),"2,399",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
RUNSTEER M Running Shoes For Men  (Black),"3,799",3.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Sneakers For Men  (Olive),"1,249",4,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Casuals For Men  (Grey),299,3.7,Nobelite(4.2),nan,nan,nan,nan
C-Skate Vulc Lace Up For Men  (Black),"4,835",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Fit-Man Loafers For Men  (Red),199,3.8,SALEMARTINDIA(4.2),nan,nan,nan,nan
Boots For Men  (Brown),689,3.5,ElPaso(3.4),nan,nan,nan,nan
Essex Comfort Wn's Running Shoes For Women  (Black),"1,484",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
SM-675 Running Shoes For Men  (Grey),799,4.2,PUNJABSHOEHOUSE(4.5),Buy-now(4.6),SHRIGANESHENTRPRISES(4.3),HSAtlastradeFashion(4.7),cilentroECOM(4.7)
Walking Shoes For Men  (Black),"1,349",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Light weighted Sport shoes, Running Shoes, Training shoes, Cycling shoes, Gyming Shoes, Training & Gym Shoes For Men  (White, Black, Grey)",569,3.9,Wadhwa Shoes Company(4.7),nan,nan,nan,nan
Robust Walking Shoes For Men  (Black),"2,069",4.1,HSAtlastradeFashion(4.7),PumaSportsIndia(3.6),nan,nan,nan
Quickflow M Running Shoes For Men  (Grey),"4,299",4.2,RetailNet(4.8),nan,nan,nan,nan
"Bersache Sports Shoes For Men|Blue For Running,Walking,gym and hiking Shoes Running Shoes For Men  (Blue)",924,3.9,ORICUMFOOTWEAR(3.9),nan,nan,nan,nan
"Innova-01 White Sports,Walking,Training, Running Shoes For Men  (White)",999,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
"Running Shoes For Men  (White, Navy)",449,4,Biosport(4.5),nan,nan,nan,nan
Entrant Slipon MU Sneakers For Men  (Blue),"2,188",4.3,HydtelRETAILSsales(4.9),nan,nan,nan,nan
Sneakers For Men  (White),489,3.9,Wizrob Fashion(4.8),nan,nan,nan,nan
Sneakers For Men  (White),489,3.9,Wizrob Fashion(4.8),nan,nan,nan,nan
Puma Piktor Casuals For Men  (Blue),"4,311",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Loafers For Men  (Tan),539,3.6,RetailNet(4.8),nan,nan,nan,nan
Essex Comfort Wn's Running Shoes For Women  (Black),"1,484",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Primetrail Jerzo Hiking & Trekking Shoes For Men  (Grey),"4,974",4.7,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Kosko Running Shoes For Men  (Navy),449,4,Biosport(4.5),nan,nan,nan,nan
Fluo M Running Shoes For Men  (Navy),"2,279",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Creta-12 Pro White Sports,Casual,Walking,Gym,Stylish For Men  (White)",736,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Jerzo M Running Shoes For Men  (Black),"5,299",4,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Delta-20 Slateblue Sports,Casual,Walking,Gym, Running Shoes For Men  (Blue)",759,4.1,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
Gt-Xpress 2 Running Shoes For Men  (Black),"4,683",4.3,RetailNet(4.8),nan,nan,nan,nan
"Delta-14 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Lightweight turquoise shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Blue, Grey)",736,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
SM-671 Sneakers For Men  (Navy),769,4.1,HSAtlastradeFashion(4.7),FashionLeague(4.7),RelaxoFootwearsLtd(3),VirajEnt(4.3),ABEnt1(4.5)
Sneakers For Men  (Black),"1,619",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Synthetic Leather Loafers Loafers For Men  (Grey),735,4,00RA(4.3),nan,nan,nan,nan
Men Skate Street Sneaker Sneakers For Men  (Blue),"1,709",4.1,RetailNet(4.8),CONSULTINGFASHIONS(3.8),nan,nan,nan
Premium Casual Shoes For Men Slip On Sneakers For Men  (Navy),459,4,Auvio(4.3),nan,nan,nan,nan
Running Shoes For Women  (Blue),"1,182",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Running Shoes For Men  (White),299,3.8,Kraasa(4.1),nan,nan,nan,nan
Alpine Running Shoes For Men  (Blue),"1,683",4.3,RetailNet(4.8),nan,nan,nan,nan
Megathunder TR M Training & Gym Shoes For Men  (Navy),"2,099",4.2,(4.8),nan,nan,nan,nan
Scorer Pro Cricket Shoes For Men  (Multicolor),"1,226",4.2,RetailNet(4.8),nan,nan,nan,nan
CRYSTA PRO Running Shoes For Men  (Blue),974,4.8,RetailNet(4.8),CAMPUS COMPANY STORE(4.3),Campusactivewear(4.7),nan,nan
Office Formal Shoes Slip On For Men  (Black),719,4,GLADPACK(4.3),ShoeMagic(4.5),jiyafashionhub(3.8),1Oneclickshoping(4.8),FOOTNAGE(3.7)
Running Shoes For Men  (Black),"4,499",4.1,SAPHEDretail(4.7),nan,nan,nan,nan
"Oxygen-01 turquoise Running shoes dual capsule technology for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight shoes for running,walking, gym, trekking, hiking & party Running Shoes For Men  (Blue)","1,051",4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Loafers For Men  (Tan),849,4.1,RetailNet(4.8),nan,nan,nan,nan
DTSS22016C Sneakers For Men  (Navy),"1,249",4,RetailNet(4.8),nan,nan,nan,nan
Casuals For Men  (Grey),419,3.8,SUSON(3.9),nan,nan,nan,nan
Casuals For Men  (Navy),"2,796",4.1,HSAtlastradeFashion(4.7),HydONLINEecommerce(4.8),nan,nan,nan
Casuals For Men  (White),559,3.7,RetailNet(4.8),nan,nan,nan,nan
"Barfi-02 Pink Casual sneakers for ladies | sports shoes for women without laces | Running shoes for girls stylish latest design new fashion | Slip on black shoes for jogging, walking, gym & party Walking Shoes For Women  (Pink)",279,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
"Crystal-13 Black Sports Transparent Sole Technology For Men  (Black, Red)","1,263",4,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
SOCKS Training & Gym Shoes For Men  (Red),349,3.9,Density(4.3),nan,nan,nan,nan
Men Synthetic Leather Office Black Formal Shoes Corporate Casuals For Men  (Black),499,4,Kraasa(4.1),KBLR(4),nan,nan,nan
Quickflow M Running Shoes For Men  (Black),"4,299",4.3,RetailNet(4.8),nan,nan,nan,nan
"SX9034G Walking Shoes For Men  (Blue, Grey)",759,4.2,HSAtlastradeFashion(4.7),Divyanshu Enterprises(4.1),nan,nan,nan
"AIR STRIKE Football Shoes For Men  (Black, Green)",649,4.1,HSAtlastradeFashion(4.7),OneStopSports(4.5),DandOVenturesPvtLtd(4.7),SPORTSKINGNO1(4.8),Countryside Fresh(2.6)
"Superfit Training Shoes,Walking Shoes,Canvas Shoes,Loafers,Gym Shoes,Party Wear Running Shoes For Men  (Navy, Grey)",499,4.1,MFCRETAIL(4.2),R. A(3.7),nan,nan,nan
"Captain-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Black, Green)",525,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
"Future-04 casual shoes for men | Latest Stylish Casual sport shoes for men |running shoes for boys | Lace up Lightweight navy shoes for running, walking, gym, trekking, hiking & party Sneakers For Men  (Blue)",449,4.2,Asianshoe(4.3),nan,nan,nan,nan
Sneakers For Men  (Grey),995,3.6,ARNERALINKSecom(4.7),nan,nan,nan,nan
Premium Casual Shoes White Sneakers For Men  (Blue),449,3.8,Auvio(4.3),nan,nan,nan,nan
Rebound Street v2 L Sneakers For Men  (White),"4,879",4.3,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Boxer Boots For Men  (Blue),249,4,HotstyleProducts(4.3),nan,nan,nan,nan
Clear factor W Running Shoes For Women  (Grey),"1,888",4.2,RetailNet(4.8),nan,nan,nan,nan
"AIR STRIKE Football Shoes For Men  (Black, Green)",649,4.1,HSAtlastradeFashion(4.7),OneStopSports(4.5),DandOVenturesPvtLtd(4.7),SPORTSKINGNO1(4.8),Countryside Fresh(2.6)
Office Formal Shoes Slip On For Men  (Black),719,4,GLADPACK(4.3),ShoeMagic(4.5),jiyafashionhub(3.8),1Oneclickshoping(4.8),FOOTNAGE(3.7)
"Superfit Training Shoes,Walking Shoes,Canvas Shoes,Loafers,Gym Shoes,Party Wear Running Shoes For Men  (Navy, Grey)",499,4.1,MFCRETAIL(4.2),R. A(3.7),nan,nan,nan
BARLEY Running Shoes For Men  (Black),974,4.2,RetailNet(4.8),CAMPUS COMPANY STORE(4.3),Campusactivewear(4.7),nan,nan
"SX9034G Walking Shoes For Men  (Blue, Grey)",759,4.2,HSAtlastradeFashion(4.7),Divyanshu Enterprises(4.1),nan,nan,nan
Men Synthetic Leather Office Black Formal Shoes Corporate Casuals For Men  (Black),499,4,Kraasa(4.1),KBLR(4),nan,nan,nan
Ultrafly M Running Shoes For Men  (Blue),"2,421",4,RetailNet(4.8),nan,nan,nan,nan
"Captain-12 Running shoes for boys | sports shoes for men | Latest Stylish Casual sneakers for men | Lace up lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Black, Green)",525,4,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Casuals For Men  (Black),339,3.8,KFOOTLANCE(3.5),nan,nan,nan,nan
Sneakers For Men  (Grey),"1,219",4.1,RetailNet(4.8),nan,nan,nan,nan
Casuals For Men  (White),559,3.7,RetailNet(4.8),nan,nan,nan,nan
Casuals For Men  (Natural),"2,928",4.1,RetailNet(4.8),nan,nan,nan,nan
Puma Impel Casuals For Men  (Grey),"4,499",4,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Superfly-03 Pink Sports,Gym,Training,Casual,Stylish Running Shoes For Women  (Pink)",649,4.3,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Walking Shoes For Men  (Black),"1,322",4.1,RetailNet(4.8),REDTAPE(4.7),nan,nan,nan
Running Shoes For Men  (Black),"4,420",4,HSAtlastradeFashion(4.7),nan,nan,nan,nan
ExcelCourt M Basketball Shoes For Men  (Grey),"2,544",4.1,RetailNet(4.8),nan,nan,nan,nan
Football Shoes For Men  (Orange),607,4.2,RetailNet(4.8),OneStopSports(4.5),DandOVenturesPvtLtd(4.7),nan,nan
Maroon Mesh Slip On Walking/Outdoor Lightweight Casual Shoes For Men  (Maroon),359,3.9,Dadwanis Footwear(4.3),RetailNet(4.8),nan,nan,nan
Walking Shoes For Men  (White),"1,727",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
"Waterproof-05 sports shoes for men | Latest Stylish Casual sport shoes for men | running shoes for boys | Lace up Waterproof black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men  (Black)",629,3.8,MFCRETAIL(4.2),Asianshoe(4.3),nan,nan,nan
Powerstrike 2.0 Badminton Shoes For Men  (Multicolor),"1,482",4,RetailNet(4.8),OneStopSports(4.5),DandOVenturesPvtLtd(4.7),nan,nan
Casuals For Men  (Grey),299,3.7,Nobelite(4.2),nan,nan,nan,nan
Casuals For Men  (Yellow),"2,796",4.1,HSAtlastradeFashion(4.7),HydONLINEecommerce(4.8),nan,nan,nan
Synthetic Leather| Ultralightweight | Comfortable | Breathable Walking | Outdoor Sneakers For Men  (White),339,3.9,PrideShoes(4.7),nan,nan,nan,nan
Casuals For Men  (Blue),"2,049",4.1,HSAtlastradeFashion(4.7),nan,nan,nan,nan
Outdoors For Men  (Green),"2,796",4.1,Wizrob Fashion(4.8),nan,nan,nan,nan
"Melody-31 Onion Peach Loafers,Bellies,Stylish Running Shoes For Women  (Pink)",449,4.1,Asianshoe(4.3),MFCRETAIL(4.2),nan,nan,nan
Premium Sports Shoes for Men Running Shoes For Men  (Grey),299,3.7,Auvio(4.3),RK footwear hub(4.1),nan,nan,nan
Synthetic Leather Casual Office Use Wedding Formal Shoes For Mens And Boys Slip On For Men  (Black),399,3.9,Deals4youFootwear(4.2),KHUSHIENTERPRISES000(None),nan,nan,nan
Dotcom DC-01 Synthetic Leather Comfortable Formal Shoes For Men  (Black),809,4,RetailNet(4.8),nan,nan,nan,nan
"Thar-01 Grey Sneakers,Sports,Training,Gym,Walking,Stylish For Men  (Grey, Black)",578,4.1,Asianshoe(4.3),MFCRETAIL(4.2),R. A(3.7),nan,nan
Fluo M Running Shoes For Men  (Black),"2,279",4.2,HSAtlastradeFashion(4.7),nan,nan,nan,nan
22508-Navy D.Grey Walking Shoes For Men  (Navy),692,4.1,Jugmugshoes(4.2),ItalicaExim(4.5),nan,nan,nan
